,DV,E1,E2,E3,E4,E5,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15
518,100.4065439,-0.543004929,-0.08434007,-0.257075968,-1.107925838,1.147952992,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1
519,99.32804693,0.655190178,0.689264839,0.097451411,-0.465737643,0.782383391,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1
520,100.1154834,-0.501359841,1.912442479,-1.143907895,-1.590681217,0.083908208,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
521,100.0455727,1.747118053,0.757280473,-1.493679305,-0.90943042,1.313423908,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1
522,101.0207547,0.255273531,0.87823711,-1.186366301,-0.67452596,1.17029405,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0
523,100.0555898,-0.251290507,0.79289367,0.822611885,0.814681506,-0.444143096,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0
524,102.0226607,0.545663545,-0.119248109,-1.367418839,-0.247152141,0.166974715,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1
525,99.67971806,0.672481502,-0.363964451,-0.960170952,0.208944639,-1.350444381,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
526,100.6517821,-0.827460456,0.870132672,1.340849657,0.545781789,1.526365972,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1
527,102.4154138,1.101351362,-2.401540939,1.141968382,0.627405129,-0.518237153,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1
528,104.6204478,1.356296317,0.727619504,0.921123846,0.418921195,-2.377821077,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1
529,101.7585025,0.096391387,1.56786923,-1.533768494,0.223230561,-1.335805499,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
530,102.453171,-1.275840442,-1.244629725,2.020581087,0.672243144,-1.408893828,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0
531,98.28480542,1.282023058,-2.42279524,0.341336306,0.353850081,-1.268927358,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0
532,99.51636172,0.244462124,1.516986506,0.262391013,0.220072609,0.479862316,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0
533,102.4939605,0.351697026,0.754107565,2.175679434,0.361498787,0.775016808,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0
534,101.5017362,0.691152379,-0.613699481,1.9733208,-0.681235125,-0.212929538,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1
535,100.6097523,1.197124406,0.126170568,-1.681632841,1.713652657,-0.124081343,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0
536,100.1240821,-0.380598849,-0.51175638,0.186706223,0.55636231,-0.018511368,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0
537,101.479762,0.100911117,1.003038613,0.145303808,-0.249039451,0.851872379,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0
538,103.0446644,-0.993442823,-0.388252017,0.376208434,0.241300619,0.520280906,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0
539,100.7451298,0.091362819,0.252595987,0.984122483,-0.854741761,0.833740687,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0
540,100.4141182,-0.491050074,0.294342273,-0.013560147,0.899936063,-0.412913886,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
541,101.2472866,0.827121813,1.230425499,0.794877675,0.144551929,0.420261656,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0
542,102.1121312,0.528201946,-0.163339758,-1.81435905,0.560045921,0.258503318,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1
543,101.9243704,0.224416794,-1.968844093,-0.019643918,0.854391145,0.7038348,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1
544,101.628699,-0.03410784,0.096723686,-0.461012444,0.494063171,-0.825285774,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0
545,99.97295749,0.446694081,-0.244310685,0.128411613,-0.061784628,-0.512889423,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1
546,101.8438176,-1.759710349,0.413775294,0.590905645,1.120527143,-0.945679814,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1
547,101.1863897,-0.212505418,-0.21729668,0.018345507,-0.25001981,-0.066311861,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0
548,107.5432814,0.653772187,0.940589109,0.41159098,0.751742866,0.573137738,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1
549,102.5293621,-0.233069706,2.04073191,0.745088544,-0.946205591,0.633417297,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
550,100.4529961,0.682423786,-0.195858121,1.403151023,-0.619379331,-0.898572586,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1
551,107.1761321,1.856437265,-0.867777014,-0.737035252,1.519287099,-0.215821271,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1
552,100.9492343,0.789176172,1.132737519,-0.503948867,0.878510142,0.976392201,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1
553,100.6272288,-0.446977642,2.484721969,-0.10460359,-1.388766288,-0.007907267,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
554,100.40109,0.049634376,-1.744170655,0.162051817,0.559808466,0.09096996,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1
555,99.48544682,-0.224609359,0.922849584,0.100977627,-0.553841371,1.043990292,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1
556,101.2643869,-0.268796353,-0.432780326,-1.238849215,-0.915819096,0.901023269,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1
557,101.8025108,0.79456572,-0.184655321,-0.230754054,-0.772792755,-1.312268398,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0
558,105.3264793,-0.69367778,-0.650759899,-1.889854622,0.395117044,0.115779671,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0
559,99.60486746,0.035878463,0.316227861,-0.207094998,0.456800367,0.869459621,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1
560,101.4996658,-1.713253266,0.782805924,-2.163145241,-1.34223928,-0.94333838,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1
561,107.1607575,0.189388091,-0.117940519,2.434667326,-1.734267774,-0.841392225,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1
562,102.2746174,-0.496000996,0.691973812,3.012145095,1.095041757,-0.615285377,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
563,103.0255916,-1.859167871,0.578474541,0.936308928,0.610208769,-0.842342046,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1
564,102.7398522,-2.784583282,-0.497484163,1.196927536,-0.153654855,0.292537505,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0
565,100.8441745,-1.076453707,1.2468957,0.926286966,-1.129252932,2.557611887,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1
566,99.9554892,0.233109755,-0.325660354,0.008163095,-2.386721455,-0.02806114,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1
567,103.5877425,0.216464369,-0.102953708,0.792541146,-0.832091651,-0.467106671,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1
568,104.5999729,0.544143091,-2.624758163,-1.447136501,0.498147774,-0.267402479,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0
569,105.1979826,2.489949776,-0.959614686,0.223228691,-0.933869486,0.717376901,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1
570,102.159504,0.883214118,-0.79336831,-0.216333842,0.644281841,-0.475059819,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
571,102.214535,1.230469006,1.516213759,1.401820409,0.998507442,2.341637864,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0
572,101.3957427,0.4625049,0.373912315,-0.461860676,-0.202897047,1.479782108,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1
573,99.64001885,0.600099961,0.996705281,-0.865711218,-0.867374641,1.371464284,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1
574,101.6076585,0.649640925,-0.226828445,0.652771371,-0.061433933,-0.407082908,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0
575,100.8870971,-1.47550915,1.132123137,0.369709996,-0.14592203,1.572588767,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1
576,101.1519488,-0.682415333,1.875448314,-0.421930064,0.361453288,1.041814679,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
577,100.0111464,-0.138346354,-0.148338855,-1.580511094,-0.602570931,1.269355397,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0
578,102.0242394,-0.557699356,-0.014936378,0.524750912,-0.403395226,-1.001961766,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1
579,101.3372312,0.935642104,-1.57821847,0.945626586,0.337112101,-0.701716401,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1
580,101.6710483,0.590542628,1.203811443,1.867069331,-0.712724173,0.031759077,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
581,101.0258611,0.2019931,1.286604865,0.547820971,-0.625977932,0.951745122,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0
582,107.4957215,0.854281493,0.629285935,-1.287515347,-1.417094237,0.36891955,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0
583,100.8694269,0.4741483,2.34145428,-0.54956253,-2.144518007,1.692404271,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0
584,99.72877447,-0.8029158,0.324630232,0.567937118,0.866949239,-0.237169421,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
585,99.29233437,-1.063070101,-0.184976011,-0.11864261,-1.205076055,0.819534482,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0
586,100.044788,-0.346882932,0.361855956,0.320936522,0.168751763,1.081379559,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0
587,102.4185429,1.855937236,0.449248569,3.002221244,1.310273078,0.248882982,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0
588,100.862772,-0.366764956,-1.429878757,0.021973688,-2.541568059,0.393878572,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1
589,101.5072931,0.222311509,-0.14909846,-0.182884952,0.11654069,0.953094322,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0
590,101.9813151,-0.160926513,-0.172347799,1.544786162,0.111716515,-1.835359595,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
591,106.9840736,-0.243417655,2.808280943,0.021222903,-2.769176553,2.125490798,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0
592,100.5879174,-0.589349532,-0.626386018,-1.36610401,-1.122336665,-0.122906432,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1
593,100.1230474,-0.427962314,-1.333063333,-1.32099477,-0.904442576,-1.046595314,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
594,101.0783371,-0.461469014,0.939077526,1.09568121,-0.233327573,-0.553450817,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1
595,101.0650709,-0.085521511,0.934932478,-0.545125525,0.572544419,-1.205195914,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0
596,100.328506,0.706101743,-0.670856844,-1.811796232,-0.492241766,0.42637942,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0
597,100.5028561,0.215950688,0.680589112,0.201852341,0.515664381,1.512004025,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0
598,97.88137229,-0.945436338,-1.988266747,-1.14589538,-0.432286286,-0.325905615,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1
599,100.3497377,0.955263877,0.495580375,-2.222679945,0.036156423,-0.228437901,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1
600,101.0410608,0.316482589,-0.271492102,0.274743764,-0.516279488,-1.070344079,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1
601,100.7470886,0.099170174,0.108182486,0.636413069,2.134901131,0.521395828,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1
602,107.6301184,0.530509669,0.151857911,1.242300523,-0.59261356,-0.400012641,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0
603,102.8815319,0.500472355,1.07371549,0.964786987,0.681505514,0.575409993,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0
604,101.104134,-0.171296593,-0.765773385,-0.461056907,-0.954903224,2.01005797,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0
605,100.9450782,-0.412981247,-0.746535347,0.561897401,1.874899686,-0.364425732,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0
606,99.75762638,0.377138125,-0.949735594,-0.116211575,-0.582090087,0.795430727,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1
607,100.4223977,0.303624176,0.468356791,1.006558512,-1.170726479,-0.197978645,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1
608,102.6899308,0.266223904,0.817851515,-1.04514822,0.245981734,0.040605857,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
609,100.5397985,0.885535143,-0.272627096,1.489828773,1.353236102,-0.304319069,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1
610,101.9604209,0.215044904,-0.319990984,0.354752422,1.452240327,0.248158631,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0
611,101.3352748,-0.784893246,0.918717007,1.797912029,-1.1078399,0.193787992,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1
612,102.6230616,-2.475898624,0.32511561,-0.018061709,0.765089223,-0.386451994,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
613,101.0221338,-0.250735584,0.813420869,-0.83980662,-0.343235412,0.136523867,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
614,100.5342398,-0.005504062,0.794382745,0.24209193,0.955540864,0.259263436,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0
615,101.6862345,-0.112119396,-0.934440498,-0.553467272,-0.309597782,-0.653999236,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0
616,102.1028494,2.278791128,-0.763955739,-0.124826282,0.424903114,-0.918580089,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0
617,99.78727836,-0.751448649,-2.812934757,0.543489702,-0.067396243,0.435935945,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
618,100.8655572,-0.382253643,0.615009666,0.352054943,-0.928930921,0.324737462,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1
619,102.4537216,0.702843974,0.068233347,1.164214236,1.384687593,-1.491181078,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1
620,101.0238838,0.44501715,0.652592041,-0.355706113,1.247000602,1.374793359,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0
621,102.1015566,2.206726354,0.59358427,-0.901687866,0.217334907,-1.540646952,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1
622,100.8194272,0.80030439,0.896863811,-1.051955482,0.617730772,0.83738661,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0
623,100.3915461,1.129806043,-1.115800057,0.777010862,0.58839134,0.380619103,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
624,101.6170226,-0.871015848,0.924864932,-1.33915477,0.668344003,0.167173026,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
625,100.9745554,0.161629076,-1.445855072,1.123485019,0.122347021,-0.253557582,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
626,100.9577976,2.343649322,-1.86931974,-0.950506067,1.042394826,1.25923104,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
627,102.6464472,0.749049533,-1.183519416,2.030698679,-0.833745602,0.405075185,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0
628,102.9451463,-0.158310737,0.966751948,1.421675998,0.216685017,-0.700039493,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
629,100.7775234,2.233072886,-0.671922464,0.608703349,0.734423045,-0.331033067,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
630,101.4579184,1.438278177,1.003729019,1.81439529,0.108913766,1.172958409,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1
631,100.4885856,-1.674040875,-1.539057727,0.376859563,-0.168347617,0.976896441,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0
632,102.2537756,2.237641941,-0.524069827,0.362132434,0.527306798,0.968790878,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0
633,101.3705596,-0.059965912,-1.008946506,-0.794133489,0.950734299,-1.996721956,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0
634,103.0778292,0.436087085,-0.89245018,0.951776525,-2.206255167,-0.254052681,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
635,102.8733605,-1.446542186,1.315540437,2.239003816,1.455339396,0.769732233,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0
636,101.0255977,0.26505176,0.708052339,1.54193361,2.457146335,0.44424269,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0
637,100.9113253,2.242775621,1.231698773,-0.065928262,-0.348556036,0.72201278,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1
638,100.7771022,0.233255518,2.374090878,2.032753189,-0.413841468,0.228366688,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
639,100.8323693,-0.059646055,0.149690324,0.032306127,-0.411541634,-0.439628734,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0
640,102.429559,1.489734417,0.127140271,0.246694841,2.32029123,-2.437046394,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1
641,102.2743466,-1.938142373,1.011826722,0.534644734,-1.048609496,-0.261865016,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0
642,100.2819423,0.512903108,-0.03748392,0.187556308,-0.10283293,-1.588233342,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1
643,101.5988122,0.015855438,0.832155655,-1.509941601,0.352135565,-2.374133948,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0
644,100.4996683,0.690854521,-1.836707006,-1.118730549,0.742334913,1.219398644,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1
645,105.6765333,-0.107557836,0.499814832,0.01925259,-0.252947166,0.647047527,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0
646,107.5915106,-1.011442589,-1.896282117,0.285497051,0.115594345,-1.393979365,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1
647,99.25925227,-0.261607102,-1.086090071,0.935381498,0.382549349,0.297202624,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
648,100.2205744,0.595737943,0.753494118,0.233804187,0.059884295,0.079595192,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1
649,102.3496756,-2.021583647,0.02578723,-0.626843592,1.509304247,-0.738486237,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1
650,100.8537977,0.328907808,-1.314972784,0.944547728,-0.368210674,-2.165027886,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0
651,101.2687405,-0.039748266,-0.71517492,1.458520681,1.538960346,-0.407141852,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
652,102.9200478,0.49036137,0.958225425,1.996224966,-1.71194622,-0.922935751,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1
653,101.2968807,0.172703851,1.084912021,-0.414263299,-0.349432354,-0.464406483,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0
654,101.1283644,0.937568169,-1.539500686,-2.264137858,1.838801306,0.197937725,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0
655,102.3186349,-0.233635436,0.085803805,0.261169302,0.44834241,-1.376027608,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1
656,101.7583784,0.12427056,0.596773967,1.751580483,-0.26601717,0.569763477,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1
657,102.2660133,0.208402308,1.320031902,-0.347849027,0.770720022,0.198341695,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1
658,102.5327316,-1.005208368,0.988144257,-0.887694733,-0.864959052,0.663059453,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1
659,99.9382721,-1.33668698,-0.345520244,-0.032827901,-0.019224139,0.910468692,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0
660,102.1611292,0.59694089,0.998266979,0.112198615,0.400545999,0.236617235,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0
661,101.8528298,0.437601339,0.043101516,-1.810113808,0.714423827,-0.816892456,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1
662,102.4820664,-0.93605736,0.637074031,-0.543898557,0.335050069,-0.491271489,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
663,101.7145833,1.209920787,0.878221985,-1.362775253,0.757442106,-0.176438041,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1
664,102.5783313,0.010284614,0.271844856,0.958445586,-0.607572269,0.401205372,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1
665,99.59901684,1.568805588,-0.371518015,1.314069142,-0.917089386,0.286851199,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1
666,101.2688572,-0.391912789,0.809076264,-1.17378181,-0.121407308,0.096747487,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1
667,107.1435315,-0.231750327,0.97694874,-0.920560151,-1.768820371,0.077382234,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0
668,100.7623091,-0.706459683,0.393515425,-0.533950516,0.168524787,1.403504446,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0
669,101.5332662,1.154400375,-0.134407045,0.2921691,0.945479544,0.004914875,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0
670,101.5009123,1.338232908,-1.387078708,-0.343349669,0.645808436,1.595471958,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1
671,99.45358844,-0.678723986,-0.964714268,0.323631247,-0.89947059,-0.471803222,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
672,103.2803897,-0.852945614,0.049573851,0.648913888,1.347856892,-1.103325249,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
673,102.784163,1.768763563,-0.978167205,-0.112953281,1.869380827,-0.534117796,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0
674,103.4844666,0.534085861,-1.770912948,1.379118675,-0.559504976,-1.832112759,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1
675,99.9157384,-0.222811812,-2.57187316,1.637896939,0.374261841,-0.573822369,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
676,107.017878,2.110750462,-1.280596996,-1.441118778,-1.04845752,-0.983026061,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1
677,101.3830594,-0.089512616,-1.186399428,1.544974253,-0.32189673,-1.767132076,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0
678,100.5299313,1.003778766,1.388586428,-0.831158554,-0.243803554,-0.02346583,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
679,99.62745719,-0.940291454,0.460469523,-0.522052907,-1.118100319,0.716175446,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
680,100.0068758,-0.279784921,0.723422449,0.215950616,-0.457799678,-0.132602797,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0
681,100.6377136,0.705844965,-0.346930419,-0.376014721,-0.43670117,0.1601448,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
682,102.0164119,1.556151802,0.848886007,-0.392570894,1.472663064,-0.122454387,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0
683,100.4516834,1.108990863,0.601701115,-1.832912277,-0.521025557,-0.329393874,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1
684,100.4382154,-1.109174988,-0.452600263,-0.088028786,-0.693246455,-0.944731168,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1
685,101.4578484,0.058080988,0.319929399,-1.504617907,-1.813914775,0.963210014,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0
686,101.092052,0.447623504,0.045565571,-0.370108277,1.122580976,-0.204375343,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
687,102.5973826,1.246506293,-0.365259471,-0.204484279,0.013681852,-0.535176212,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1
688,99.40627377,0.743850673,-1.988749212,-0.655042657,-0.883956023,-0.21795691,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
689,99.07031433,-0.744843655,0.218361112,0.07229557,0.185258571,1.751889297,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1
690,103.1888049,-1.623677805,0.784840874,0.229136448,-1.684805555,-2.262836587,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
691,101.0809676,0.134301677,-0.559634732,-1.060189811,-0.096789032,-0.250694543,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
692,100.2686793,0.140718381,0.349538769,-0.695828893,-0.066399299,-0.672606164,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1
693,101.7423429,0.362246141,0.513068573,1.391569855,-0.02051325,0.254763033,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1
694,107.229304,0.631952671,-0.295096644,0.956271,1.139861126,0.123320832,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1
695,99.95673961,-0.995829921,1.309686362,0.505450778,-0.952547682,0.431998776,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
696,102.3433595,0.167282674,-0.382124464,-0.377839402,-0.464269802,-0.562845851,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0
697,105.2354079,-0.930023929,-1.483931885,-2.018746749,0.496490311,1.796320876,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0
698,101.3743105,-0.094801849,0.441837688,2.741457356,2.123668138,0.319746166,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
699,101.785194,0.180475411,-0.657913991,1.872507792,-1.672072173,-0.492696834,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1
700,102.3440704,1.36375577,-0.416648385,1.509707159,0.249302774,-1.138364315,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1
701,99.66041075,-1.045707217,-1.586668347,0.392963555,0.334149705,1.58352648,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0
702,102.0900117,1.114545452,-0.032160595,2.78486091,-0.994077301,0.778104342,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0
703,101.1681502,-1.772018485,0.39376059,0.486830981,0.946379858,0.55457509,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0
704,100.3911127,0.127751922,-0.493678863,0.386912517,-0.876361944,-0.475742717,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1
705,100.9488663,0.295149994,-0.541898381,-0.268358281,1.005079101,-0.273776201,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1
706,101.0563134,-0.434882015,-0.810305035,-1.115984924,-0.101741948,1.257470716,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0
707,98.71096945,1.275782381,-0.978813493,-0.941554788,-0.192674943,1.061037963,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1
708,102.9249242,-2.06752271,1.406899853,0.158711085,-1.248964768,2.053983808,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1
709,98.57616165,-0.352590939,-0.621169579,0.758776524,-0.637723466,1.2812685,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1
710,102.2315675,-0.095611722,0.014549515,-0.594480834,1.150418732,0.314902203,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1
711,100.0501764,-0.563878002,-0.063583135,0.098311976,1.048000525,-0.200759895,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0
712,101.3718222,-0.756420931,-2.365410589,-0.05697532,-1.675965006,-1.436689019,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1
713,104.2142827,0.517527244,0.190871093,0.564826643,-1.14041699,0.417791198,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1
714,103.653569,-0.032097759,1.504848303,-0.199373393,-1.078005289,0.670304712,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1
715,98.50590509,0.203989958,-0.636260524,0.313213841,1.067984348,0.315390161,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
